나레이션,（稍顷，索普从院子另外一侧的灌木后探出头来。）
소프,这边离大门近一些，果然能看到一排脚印！门口还有刚掉落的生锈铁屑。
로벨라,我们绕行过来的路程并不长，能悄无声息地走进院子，说明对方非常谨慎。
소프,有贼？贼能看得上这种偏远的旧别墅？
로벨라,……是陷阱？
리바,不清楚。|但如果不进去，线索就断了，见到对方再做决定。
리바,索普、洛贝拉，准备好，3秒后我们进去。
리바,3、2——
나레이션,（二级平层中，莱娅数着秒，人形们握紧了配枪。）
리바,1！
나레이션,（索普抢先一步冲进去，院内瞬间响起枪声。）
소프,果然有埋伏！
나레이션,（索普灵活地躲避开，洛贝拉和莱娅即刻向声源射击。）
나레이션,（一道黑影闪到二层别墅后边，子弹粘着对方的步伐在地上留下一排痕迹。）
리바,索普！东北方向15°，直线距离44M！
소프,잘 봐!
나레이션,（稳定身形的索普快速追击过去，别墅后方传来打斗声。）
소프,嘿——！
나레이션,（大约是花架一类的东西被踢倒在地。）
소프,可恶——力气不小啊！
리바,洛贝拉，你去帮她，我排查周围环境，马上就到！
로벨라,응!
나레이션,（说着洛贝拉也快步消失在别墅背后。）
나레이션,（啪啪啪啪——随着一梭子弹射向天空，一切都变得安静下来。）
로벨라,已收缴对方枪械。
로벨라,……目标已制服，莱娅，你那边怎么样？
리바,初步判断当前区域无其他作战单位，确定对方只有一人。
리바,抓住小毛贼了？
로벨라,嗯……但……你过来看下就明白了。
리바,怎么了？还神神秘秘的。
